job_title,company,location,salary,date,url
general construction labourer,Franklin Industrial Services,Vancouver (BC),$30.00 to $45.00 hourly (to be negotiated),"June 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49654608?source=searchresults
duct installer - construction,RINGAWAY PLUMBING HEATING & COOLING LTD.,Abbotsford (BC),$36.60 hourly,"June 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49650504?source=searchresults
construction manager,Unibuild Construction Management Ltd,Surrey (BC),$51.92 hourly,"March 30, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49196325?source=searchresults
construction carpenter,Redpoint Construction Ltd,Salmon Arm (BC),$23.00 to $30.00 hourly (to be negotiated),"May 19, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49545994?source=searchresults
construction labourer,River Valley Construction Services Ltd.,Kelowna (BC),$29.00 hourly,"March 31, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49200380?source=searchresults
construction helper,CGC DRYWALL LTD,Surrey (BC),$25.00 hourly,"February 26, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49011818?source=searchresults
painter helper - construction,LINEAR PAINTING LTD.,Abbotsford (BC),$28.00 hourly,"June 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49652447?source=searchresults
construction helper,Muskaan Constructions Ltd,Surrey (BC),$25.00 hourly,"March 19, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49139788?source=searchresults
construction helper,prokaso construction ltd,Surrey (BC),$25.00 hourly,"March 19, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49139303?source=searchresults
construction helper,Sarbjeet Framing Ltd.,Abbotsford (BC),$26.00 hourly,"April 01, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49205078?source=searchresults
construction helper,Save On Top Drywall Ltd.,Surrey (BC),$25.10 hourly,"May 11, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49493937?source=searchresults
construction helper,A R Framing Ltd.,Surrey (BC),$28.85 hourly,"April 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49414502?source=searchresults
"project co-ordinator, construction",City of Kelowna,Kelowna (BC),$49.66 hourly,"June 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49652998?source=searchresults
construction labourer,Rons Backhoe Ltd.,Vancouver (BC),$36.70 hourly,"May 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49586860?source=searchresults
construction helper,Dave Mann Construction Ltd,Delta (BC),$25.00 hourly,"March 19, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49139638?source=searchresults
construction helper,DAMON-J CONSTRUCTION LTD,Surrey (BC),$25.10 hourly,"March 06, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49058486?source=searchresults
construction helper,TAA Insulation Ltd,Vancouver (BC),$37.00 hourly,"April 08, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49241323?source=searchresults
construction labourer and helper,Sukhjiwan Construction Ltd.,Surrey (BC),$25.00 to $28.00 hourly (to be negotiated),"March 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49124787?source=searchresults
construction helper,Nagra Frontline Rebar & Damp Proofing,Surrey (BC),$36.60 hourly,"April 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49388162?source=searchresults
construction estimator,WallPro Systems Ltd.,Surrey (BC),$40.40 hourly,"May 15, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49521300?source=searchresults
construction labourer,AAA Decking and Gutter Ltd.,Surrey (BC),$25.10 hourly,"May 11, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49494550?source=searchresults
construction helper,Toor Framing ltd.,Surrey (BC),$24.00 hourly,"April 07, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49233883?source=searchresults
construction helper,AKS Investment Ltd.,Surrey (BC),$36.60 hourly,"March 25, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49175058?source=searchresults
construction site superintendent,Heatherbrae Builders Co. Ltd,Vancouver (BC),"$140,000.00 annually","May 22, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49566868?source=searchresults
construction helper,Platinum Drywall Ltd.,Delta (BC),$25.10 hourly,"May 12, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49499174?source=searchresults
construction worker,Echelon Exteriors,Campbell River (BC),$25.00 hourly,"May 08, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49493009?source=searchresults
framer helper - construction,BR WALLS & CEILINGS LTD.,Surrey (BC),$25.25 hourly,"May 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49553159?source=searchresults
construction helper,Dream Quality Renovation Limited,Abbotsford (BC),$27.00 hourly,"April 30, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49426968?source=searchresults
"project manager, construction",Pacific Blue Construction Inc.,Maple Ridge (BC),$53.34 hourly,"April 21, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49376575?source=searchresults
construction helper,Total Site Services Ltd.,Burnaby (BC),$24.75 hourly,"May 07, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49476630?source=searchresults
construction labourer,D&S Bulldozing Ltd.,Port Coquitlam (BC),$25.00 hourly,"February 18, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48966398?source=searchresults
senior estimator - construction,Maple Reinders,Kelowna (BC),"$105,000.00 to $150,000.00 annually","May 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49647971?source=searchresults
senior estimator - construction,Maple Reinders,Burnaby (BC),"$105,000.00 to $150,000.00 annually","May 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49648354?source=searchresults
construction carpenter,Trasolini Pools,Vancouver (BC),$25.00 to $35.00 hourly (to be negotiated),"June 03, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49641492?source=searchresults
construction helper,Garcha Properties Ltd,Surrey (BC),$25.10 hourly,"May 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49437455?source=searchresults
construction helper,Top Side Drywall (2018) Ltd.,Abbotsford (BC),$25.50 hourly,"May 01, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49434069?source=searchresults
construction labourer,Siteline Earthworks Ltd,Chilliwack (BC),$22.00 to $30.00 hourly,"June 07, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49665654?source=searchresults
construction labourer,J Star Siding & Soffits Ltd,Surrey (BC),$25.10 hourly,"May 09, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49494012?source=searchresults
construction labourer,B & B General Management,Surrey (BC),$37.00 hourly,"March 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49167864?source=searchresults
"project co-ordinator, construction",City of Coquitlam,Coquitlam (BC),$47.67 hourly,"May 22, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49563651?source=searchresults
construction helper,MERIDIAN MARINE INDUSTRIES INC,Delta (BC),$38.00 hourly,"March 01, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49024092?source=searchresults
construction labourer and helper,Feedback Construction Ltd,New Westminster (BC),$25.00 hourly,"March 25, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49423721?source=searchresults
construction project coordinator,Tri-Kon Precast Products Ltd.,Cranbrook (BC),"$54,077.81 to $139,196.52 annually","June 01, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49626856?source=searchresults
construction labourer,Ralmax Group of Companies,Victoria (BC),$25.50 hourly,"April 30, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49430802?source=searchresults
construction helper,OMAX DRYWALL CO,Surrey (BC),$36.60 hourly,"May 08, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49493722?source=searchresults
construction labourer,Maccane Development Inc,Kelowna (BC),$27.50 hourly,"May 12, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49499732?source=searchresults
construction engineer,KWH Constructors Ltd,Burnaby (BC),"$120,000.00 to $150,000.00 annually (to be negotiated)","February 09, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48916579?source=searchresults
construction worker,Shoreline Excavations Ltd.,Surrey (BC),$36.60 hourly,"February 25, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49004823?source=searchresults
construction helper,Nasib's Ashphalt Industrys Ltd,Vancouver (BC),$25.00 hourly,"February 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48981111?source=searchresults
construction helper,Star Eagle Drywall Ltd.,Surrey (BC),$24.50 hourly,"February 11, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48927785?source=searchresults
construction safety officer,Westmark Construction Ltd.,Nanaimo (BC),$30.00 to $36.00 hourly,"May 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49507549?source=searchresults
construction helper,New World Framing ltd,Delta (BC),$25.00 hourly,"March 16, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49119789?source=searchresults
construction helper,Newton Dock & Doors Ltd,Surrey (BC),$25.00 hourly,"March 16, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49120025?source=searchresults
construction manager,Vanta Pacific Development Corp,Sechelt (BC),$51.92 hourly,"March 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49026665?source=searchresults
construction helper,MARKS ROOFING LTD,Surrey (BC),$25.00 hourly,"April 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49407660?source=searchresults
construction helper,Hayer Demolition Ltd,Richmond (BC),$29.00 hourly,"March 18, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49132660?source=searchresults
construction worker,GURJAS ENTERPRISES,Victoria (BC),$24.50 hourly,"February 08, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48908340?source=searchresults
framer helper - construction,MILITARY HOMES CONSTRUCTION LTD,Delta (BC),$25.50 hourly,"May 07, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49479327?source=searchresults
construction helper,WHITE STAR CONSTRUCTION LTD.,Abbotsford (BC),$25.00 hourly,"April 21, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49376008?source=searchresults
construction helper,POPULAR STUCCO WIRING LIMITED,Surrey (BC),$25.10 hourly,"April 22, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49380411?source=searchresults
construction manager,Leading Edge Drywall Ltd,Surrey (BC),$41.50 hourly,"March 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49030123?source=searchresults
construction labourer,Actfast Restoration & Repairs LTD.,Surrey (BC),$25.00 hourly,"April 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49211060?source=searchresults
construction worker,Westlight homes & development Ltd,Vanderhoof (BC),$25.00 hourly,"May 11, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49494275?source=searchresults
construction worker,Westlight homes & development Ltd,Sicamous (BC),$27.00 hourly,"May 11, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49494281?source=searchresults
construction helper,Super Elite Drywall Ltd,Langford (BC),$25.00 hourly,"May 06, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49467555?source=searchresults
construction helper,Nesbou Development Ltd,Vancouver (BC),$25.00 hourly,"May 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49450694?source=searchresults
construction helper,Glass House Environmental,Vancouver (BC),$25.00 hourly,"May 08, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49479961?source=searchresults
framer helper - construction,STEALTH FRAMING LTD.,Langley (BC),$25.50 hourly,"May 12, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49498054?source=searchresults
construction helper,Imperial Cabinets Ltd.,Surrey (BC),$25.00 hourly,"February 26, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49012415?source=searchresults
construction helper,Crystal Kitchens Ltd.,Surrey (BC),$36.60 hourly,"February 19, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48974851?source=searchresults
general construction labourer,BCF Constructors Ltd.,Pender Island (BC),$25.50 hourly,"May 19, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49539320?source=searchresults
construction helper,Essence Properties (1) Inc.,Surrey (BC),$36.80 hourly,"May 06, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49468417?source=searchresults
construction manager,Newton rebar service Ltd,Surrey (BC),$51.95 hourly,"May 14, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49513804?source=searchresults
construction labourer,Home Craft Siding & Soffits Ltd.,Surrey (BC),$25.10 hourly,"April 25, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49398028?source=searchresults
construction labourer,Kerrvan Contracting Inc.,Langley (BC),$25.00 hourly,"May 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49450692?source=searchresults
construction helper,Westway Luxury Homes Inc.,Surrey (BC),$36.60 hourly,"April 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49393678?source=searchresults
construction labourer,Sodhi Drywall Ltd,Vancouver (BC),$25.10 hourly,"March 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49185543?source=searchresults
construction labourer,Edge line drywall systems ltd,Surrey (BC),$25.10 hourly,"March 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49124413?source=searchresults
construction labourer,J K Drywall Ltd.,Surrey (BC),$25.10 hourly,"March 03, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49036854?source=searchresults
construction helper,NEW DREAM LANDSCAPING LTD.,Surrey (BC),$36.60 hourly,"April 10, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49268445?source=searchresults
construction helper,Apna Professional Framing Ltd.,Surrey (BC),$36.60 hourly,"April 03, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49217109?source=searchresults
construction helper,Leading Edge Drywall Ltd,Surrey (BC),$36.60 hourly,"March 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49103598?source=searchresults
construction helper,Boughan Developments,Surrey (BC),$36.60 hourly,"February 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49000827?source=searchresults
construction helper,Bright Star Landscaping,Surrey (BC),$36.60 hourly,"February 12, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48934129?source=searchresults
"labourer, construction",J&J Freshlook Homes Ltd,Abbotsford (BC),$25.00 hourly,"February 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48991574?source=searchresults
construction helper,SUPERLATIVE DEVELOPMENTZ LTD.,Surrey (BC),$25.00 hourly,"March 03, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49036143?source=searchresults
construction project coordinator,OLYMPIC CONTROLS,North Vancouver (BC),"$60,000.00 to $85,000.00 annually (to be negotiated)","May 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49597314?source=searchresults
construction trades helper,Swarn Construction Inc.,Delta (BC),$25.00 hourly,"April 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49394336?source=searchresults
construction helper,Pride Gas & Heating Ltd,Surrey (BC),$36.60 hourly,"April 19, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49450172?source=searchresults
construction helper,Future Tech Glass and Closet Organizers,Surrey (BC),$26.00 hourly,"March 25, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49175177?source=searchresults
construction helper,Sunstone Custom Homes Ltd.,Surrey (BC),$28.85 hourly,"March 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49030515?source=searchresults
construction labourer,White Touch Drywall Ltd.,Delta (BC),$36.60 hourly,"February 10, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48922874?source=searchresults
construction helper,Ultra Mechanical Ltd,Surrey (BC),$25.00 hourly,"February 18, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48968073?source=searchresults
construction helper,Regal Drywall Limited,Surrey (BC),$25.00 hourly,"March 19, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49137625?source=searchresults
"helper, painter - construction",Sabhi Painting ltd.,Surrey (BC),$23.00 hourly,"May 12, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49497620?source=searchresults
construction labourer,A1 Insulators Inc.,Abbotsford (BC),$25.00 hourly,"March 25, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49173947?source=searchresults
"estimator, construction",ADVANCED SYSTEMS ROOFING & WATERPROOFING LTD.,Coquitlam (BC),"$90,000.00 to $115,000.00 annually (to be negotiated)","May 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49505036?source=searchresults
general construction labourer,Concorde Property Services,Coquitlam (BC),$19.00 to $20.00 hourly,"May 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49607735?source=searchresults
construction helper,Newville Drywall Ltd.,Surrey (BC),$27.00 hourly,"May 12, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49498723?source=searchresults
